image_file,specimen_compartment,field_roi_type,n_roi_tiles,tissue_pixels,whole_roi_dab_od_mean,whole_roi_weak_1plus_percent,whole_roi_moderate_2plus_percent,whole_roi_strong_3plus_percent,whole_roi_image_hscore,tile_hscore_median,tile_hscore_iqr
S6C_PARK7_IHC_Biopsy_overview_original_deidentified.png,Biopsy,overview,4,96451,0.7189107049862619,9.205710671740054,15.83083638324123,74.96345294501872,265.75774227327867,272.0389358970809,5.074588995188321
S6D_PARK7_IHC_Biopsy_matched_field_original_deidentified.png,Biopsy,matched_field,9,517922,1.2260397548425939,4.8945594124211755,13.117998463089037,81.98744212448979,277.0928827120686,283.0541429853425,11.791059303565476
S6G_PARK7_IHC_Surgery_overview_original_deidentified.png,Surgery,overview,11,428748,0.926902842124775,5.35489378376109,6.928778676518607,87.71632753972031,282.36143375595924,276.59337707685813,17.157352981331883
S6H_PARK7_IHC_Surgery_matched_field_original_deidentified.png,Surgery,matched_field,12,718505,1.1752205148978645,2.948065775464332,9.463399697984007,87.58853452655167,284.6404687510874,284.9638885612771,19.238274236218786
