Gene,Cell,Cell_label,N_exposure_SNPs,N_primary_LUSC_MR_instruments,Mean_F,Median_F,SD_F,Min_F,Q1_F,Q3_F,Max_F,N_F_less_10,N_F_10_to_30,N_F_greater_equal_30,Percent_F_greater_equal_30
PARK7,bin,Intermediate B cells,92,91,30.06630075682716,28.620978829217517,4.7234071325592835,24.089681609448387,25.634239858857796,34.785172900743845,37.640002957147715,0,51,40,43.956043956043956
PARK7,bmem,Memory B cells,12,12,24.0719972666391,24.119100939055503,0.07487255661578715,23.949026052821214,24.055949938636704,24.119100939055503,24.119100939055503,0,12,0,0.0
