Gene,Cell,Cell_label,Outcome_dataset,N_instruments,IVW_beta,IVW_SE,IVW_P,Weighted_median_beta,Weighted_median_SE_bootstrap,Weighted_median_P,MR_Egger_slope,MR_Egger_slope_SE,MR_Egger_slope_P,MR_Egger_intercept,MR_Egger_intercept_SE,MR_Egger_intercept_P,Cochran_Q,Cochran_Q_df,Cochran_Q_P,I_squared_percent,Concordant_SNP_fraction,LOO_min_beta,LOO_max_beta,LOO_direction_changed,PRESSO_like_outlier_count_threshold3,PRESSO_like_outlier_SNPs_threshold3,Interpretation
PARK7,bin,Intermediate B cells,Current primary MR outcome summary used for Table 1,91,0.2443148430423485,0.0106061410722205,0.0,0.2497006058621384,0.0094370417118962,0.0,0.2531012524164098,0.0097034878878674,0.0,-0.0009313760171906,0.0016874838992297,0.5809950837369531,27.221267129166822,90,0.9999999999846368,0.0,1.0,0.243573830086493,0.2455900828001893,False,0,No outlier SNPs detected,Directionally stable sensitivity profile; no single leave-one-out estimate changed direction; Egger intercept not significant; Q test not significant.
