gene,distance,Z,FC,p.value,p.adj
NEMF,3.59824370022531e-09,0.606235888360716,0.0368190357726181,0.847833955923075,0.999950297526443
HADHA,3.59696872854595e-09,0.605983456454025,0.0367929480948255,0.847887215033935,0.999950297526443
EML4,3.5966590882605e-09,0.605922137719698,0.0367866138231358,0.847900149674147,0.999950297526443
PIP4K2A,3.59609254374316e-09,0.605809930538433,0.036775025506085,0.84792381611122,0.999950297526443
IGHD,3.59455414533127e-09,0.605505156676185,0.0367435677285609,0.847988080789323,0.999950297526443
SKA2,3.59177580332455e-09,0.604954418106922,0.036686789201499,0.848104145127564,0.999950297526443
LYPLAL1,3.59003584811293e-09,0.60460930568156,0.036651253626763,0.848176832870894,0.999950297526443
SNAP23,3.58952549647157e-09,0.604508049170568,0.0366408338433934,0.848198153382501,0.999950297526443
WTAP,3.58950058574459e-09,0.604503106393854,0.0366403252822244,0.848199194058873,0.999950297526443
ISG20,3.58627002222094e-09,0.603861819455727,0.036574402110292,0.848334157080039,0.999950297526443
MT-ND5,3.58529866595708e-09,0.603668890533921,0.0365545921333083,0.848374738230854,0.999950297526443
CHURC1,3.58311326729447e-09,0.603234646949989,0.0365100424223575,0.848466040900186,0.999950297526443
PNRC2,3.58305096941253e-09,0.603222264487462,0.0365087728679951,0.84846864364181,0.999950297526443
EIF4E,3.57953149376556e-09,0.602522389292278,0.036437086122719,0.848615686407603,0.999950297526443
NHP2,3.57258295324094e-09,0.601138672069394,0.0362957610187788,0.848906010063752,0.999950297526443
PDCD5,3.57239006688497e-09,0.601100224181219,0.0362918418554293,0.848914069526695,0.999950297526443
EIF4A3,3.56913764504013e-09,0.600451620544895,0.0362257893556053,0.849049969403143,0.999950297526443
CXCR5,3.56683759744385e-09,0.599992597741358,0.0361791146678441,0.849146077782608,0.999950297526443
MKRN1,3.56553855970339e-09,0.599733221640058,0.0361527666910867,0.849200359568517,0.999950297526443
NKTR,3.55947256410431e-09,0.598520832604205,0.0360298590450309,0.849453843631113,0.999950297526443
LINC00657,3.55787190684557e-09,0.598200583486761,0.035997461836034,0.849520734028326,0.999950297526443
CHST12,3.55329284807771e-09,0.597283669166571,0.0359048624256226,0.849712095814956,0.999950297526443
BCL2,3.55071292075602e-09,0.596766561749097,0.0358527427096103,0.849819916523805,0.999950297526443
UQCRC2,3.53674829139501e-09,0.59396127465292,0.0355712861517436,0.850403577102914,0.999950297526443
SHMT2,3.53489438504114e-09,0.593588051439349,0.0355340041378089,0.850481068470891,0.999950297526443
SUMO2,3.53424187723131e-09,0.593456645601461,0.0355208868716551,0.850508342966043,0.999950297526443
CD58,3.53406608014746e-09,0.593421238566024,0.0355173532634634,0.850515691225478,0.999950297526443
RALA,3.5329641346546e-09,0.593199258721241,0.0354952076189367,0.850561752475038,0.999950297526443
XRCC5,3.52625217239895e-09,0.591845736970939,0.0353604673968847,0.850842323065654,0.999950297526443
CYC1,3.5205697598901e-09,0.590697893631718,0.0352465952998614,0.85107987161896,0.999950297526443
UQCR11,3.52008467755542e-09,0.590599824792428,0.0352368830521215,0.851100150710982,0.999950297526443
RAN,3.51727922156688e-09,0.590032392098592,0.0351807388735439,0.851217436031183,0.999950297526443
NF1,3.51414063328117e-09,0.58939706369946,0.0351179809387037,0.851348652231395,0.999950297526443
STXBP2,3.51394857602347e-09,0.58935816880887,0.0351141424589661,0.851356681778695,0.999950297526443
ARHGAP24,3.51312556764543e-09,0.589191472327739,0.0350976960890008,0.851391090362328,0.999950297526443
AKNA,3.50646504316603e-09,0.587841030518252,0.0349647390065212,0.85166956599188,0.999950297526443
ELOVL5,3.49885506131195e-09,0.586295059716536,0.0348131377260088,0.851987760942618,0.999950297526443
NTAN1,3.49100242986216e-09,0.584696399924742,0.0346570478268715,0.852316127020145,0.999950297526443
CISD3,3.48844982448614e-09,0.584175988606391,0.0346063841991657,0.85242287242578,0.999950297526443
FOSB,3.48338943811786e-09,0.583143220707513,0.0345060561641471,0.852634496750442,0.999950297526443
FLOT1,3.4774998715444e-09,0.581939407548912,0.0343894720635867,0.852880810579267,0.999950297526443
SUGT1,3.47365331431039e-09,0.581152121346877,0.0343134358780644,0.853041689287379,0.999950297526443
CREB3,3.47211681081548e-09,0.580837406222881,0.0342830868196283,0.853105953837713,0.999950297526443
HDGF,3.46811713670273e-09,0.580017542197407,0.0342041481176404,0.853273245537919,0.999950297526443
RGS2,3.46431975445706e-09,0.579238302353682,0.0341292861041482,0.853432082218308,0.999950297526443
C12orf57,3.46080876405516e-09,0.578517100002709,0.0340601430206693,0.85357894500464,0.999950297526443
SYTL1,3.45881552888374e-09,0.578107350724608,0.0340209207872401,0.853662323187888,0.999950297526443
HNRNPA3,3.45528750565355e-09,0.577381537968653,0.0339515528873114,0.853809906452542,0.999950297526443
TALDO1,3.45087301910617e-09,0.576472350232367,0.0338648550767827,0.853994579204079,0.999950297526443
CAMTA1,3.44995143164339e-09,0.576282403076039,0.0338467696483637,0.854033133302799,0.999950297526443
TNIP1,3.44936680586834e-09,0.576161881336542,0.0338352993319098,0.854057590977516,0.999950297526443
CYSLTR1,3.44714366893416e-09,0.57570339783434,0.0337916992929286,0.854150596641918,0.999950297526443
ZCCHC7,3.43923310512939e-09,0.57406967104455,0.0336367857160022,0.854481554108028,0.999950297526443
EPS8L2,3.42415720991592e-09,0.570946092503908,0.033342538019828,0.855112361304851,0.999950297526443
NOB1,3.42188493864798e-09,0.570474153171894,0.033298300475677,0.855207445959546,0.999950297526443
GABARAPL2,3.41872714049487e-09,0.569817793522303,0.0332368718791786,0.85533958954797,0.999950297526443
S1PR4,3.41832253595722e-09,0.569733652874598,0.0332290052125171,0.855356521226001,0.999950297526443
IL2RG,3.41711698604227e-09,0.5694828926203,0.0332055714024634,0.855406970839989,0.999950297526443
SEC62,3.40188099999099e-09,0.566306378072836,0.0329101224924862,0.856044614232366,0.999950297526443
ZCCHC11,3.40007751591565e-09,0.565929468495161,0.0328752375867124,0.85612009832705,0.999950297526443
IL27RA,3.39731716387069e-09,0.565352210771715,0.0328218797486519,0.856235634291502,0.999950297526443
RAB27A,3.39426616752312e-09,0.564713646971064,0.0327629541525006,0.856363338908546,0.999950297526443
UFM1,3.39330030503766e-09,0.564511379965274,0.0327443109439643,0.856403767501858,0.999950297526443
GEMIN7,3.39274597881061e-09,0.56439527019906,0.032733613660409,0.856426970384581,0.999950297526443
MTF2,3.38978033054396e-09,0.563773772179119,0.0326764128223361,0.856551108038128,0.999950297526443
POU2AF1,3.38931206634123e-09,0.563675592273753,0.0326673856075595,0.856570709210106,0.999950297526443
SFPQ,3.38666537894015e-09,0.563120421839231,0.0326163861137908,0.856681499130044,0.999950297526443
PAPOLA,3.38621267039331e-09,0.563025419676718,0.0326076667818145,0.85670044972178,0.999950297526443
WIPI1,3.38472850266436e-09,0.56271387719296,0.0325790893440033,0.85676257825715,0.999950297526443
TSPYL1,3.37880780841575e-09,0.561469751770769,0.0324652118966323,0.857010432430438,0.999950297526443
SF3B5,3.37758979247969e-09,0.561213547961776,0.0324418095486405,0.85706142318909,0.999950297526443
PES1,3.37541460200572e-09,0.560755785915236,0.032400037517947,0.857152486381693,0.999950297526443
CNOT7,3.37464954582603e-09,0.560594714771492,0.0323853518910259,0.857184515503898,0.999950297526443
HCFC1R1,3.36863061084656e-09,0.559326291329591,0.0322699316123476,0.857436506771167,0.999950297526443
RNASEH2B,3.36566134113818e-09,0.558699747579502,0.0322130682086769,0.857560824821111,0.999950297526443
KLF10,3.36548706959828e-09,0.558662958132669,0.032209732355724,0.857568121370816,0.999950297526443
ATP5A1,3.36042875662877e-09,0.557594327905896,0.0321129829317487,0.857779912439833,0.999950297526443
TRBC2,3.35875659876831e-09,0.557240723855905,0.0320810318799064,0.857849927778141,0.999950297526443
MED28,3.34885392983805e-09,0.555143171515614,0.031892140838488,0.85826458779814,0.999950297526443
RHBDD2,3.346714073625e-09,0.554689129981768,0.0318513968743569,0.858354196341792,0.999950297526443
PFN1,3.34579422564887e-09,0.554493867865495,0.0318338904988777,0.85839271642426,0.999950297526443
PTPN7,3.33929189085087e-09,0.553112100377628,0.0317102765168607,0.858665021542527,0.999950297526443
PDE4B,3.33868059445208e-09,0.552982064813916,0.0316986677062478,0.858690622310408,0.999950297526443
TRAF5,3.33425600100146e-09,0.552040177596155,0.0316147059268595,0.858875926357792,0.999950297526443
PTPRE,3.33201127129201e-09,0.551561869977657,0.0315721521570474,0.858969939663221,0.999950297526443
CD180,3.32652255900278e-09,0.550391026817241,0.0314682222975036,0.859199825195975,0.999950297526443
ARRB2,3.31914973599658e-09,0.548815340044952,0.0313288860874053,0.859508642336794,0.999950297526443
RAD23A,3.31859022124529e-09,0.548695625639638,0.031318324649774,0.859532078979527,0.999950297526443
CCDC47,3.31713921834645e-09,0.548385076938649,0.0312909437185951,0.859592858358545,0.999950297526443
ARMCX3,3.3125511660214e-09,0.547402265414515,0.0312044443629256,0.85978504743822,0.999950297526443
MRPL33,3.30787907819039e-09,0.546400105974978,0.0311164837036067,0.859980765220142,0.999950297526443
C14orf2,3.30185599690192e-09,0.545106148376489,0.0310032712922087,0.860233089972,0.999950297526443
CTSZ,3.29636520091982e-09,0.543924563320692,0.030900243725848,0.860463128147722,0.999950297526443
PGD,3.28945164831216e-09,0.542434114229779,0.0307707638768534,0.860752789881303,0.999950297526443
CDC42,3.28636903322144e-09,0.541768581147693,0.0307131190252679,0.86088195030666,0.999950297526443
RSF1,3.2787539742026e-09,0.540121921007262,0.0305709492081608,0.861201034388969,0.999950297526443
LSM6,3.27754316992834e-09,0.539859760975159,0.0305483744120133,0.861251771261399,0.999950297526443
CSDE1,3.26977571045496e-09,0.538175752716105,0.0304037526152729,0.861577268195635,0.999950297526443
GRB2,3.26587882983932e-09,0.537329447287704,0.0303313261228923,0.861740576612391,0.999950297526443
PFDN2,3.26583834466564e-09,0.537320649818701,0.0303305741284316,0.861742273274722,0.999950297526443
DNAJC8,3.26580863918909e-09,0.537314194722004,0.0303300223680772,0.861743518179336,0.999950297526443
TRAPPC3,3.26128313605055e-09,0.536330127821215,0.0302460226452347,0.861933178117779,0.999950297526443
NLRC5,3.25713714370554e-09,0.535427431570543,0.0301691694164682,0.862106940073013,0.999950297526443
SYNE2,3.25532844117895e-09,0.535033281088076,0.0301356725756045,0.862182746377193,0.999950297526443
RAB11A,3.24915702752639e-09,0.533686825834749,0.0300215191711499,0.862441412092977,0.999950297526443
SRP54,3.24582095442772e-09,0.53295794951664,0.0299599016099968,0.862581244828101,0.999950297526443
SRP14,3.24362411143097e-09,0.53247758233916,0.0299193602938276,0.862673328664691,0.999950297526443
ILK,3.23914549041654e-09,0.531497305730204,0.0298367952598341,0.862861062289938,0.999950297526443
MDM4,3.23902617511106e-09,0.531471172275047,0.0298345971981635,0.862866063822626,0.999950297526443
SF3B2,3.23869635345666e-09,0.531398927106803,0.0298285215478423,0.862879889519099,0.999950297526443
PXK,3.23816894490174e-09,0.531283387176417,0.0298188074315457,0.862901997889743,0.999950297526443
NFKB2,3.23628124805669e-09,0.530869699101646,0.0297840517021092,0.862981128888159,0.999950297526443
RNF7,3.23166275247915e-09,0.529856577965046,0.0296991027459468,0.863174738951086,0.999950297526443
ELOF1,3.2306169920377e-09,0.529626984770424,0.0296798847000087,0.863218578988004,0.999950297526443
SHKBP1,3.23027930043971e-09,0.529552830442909,0.0296736802357276,0.863232735677839,0.999950297526443
FAM177A1,3.22634901659084e-09,0.528689223192738,0.0296015161744479,0.86339750406432,0.999950297526443
CRIP2,3.21915426296347e-09,0.527105683792809,0.0294696407033686,0.863699143455869,0.999950297526443
TRAC,3.21863416439739e-09,0.526991080054911,0.0294601190225372,0.863720949311493,0.999950297526443
CAPG,3.21459427847022e-09,0.526100283963633,0.0293862113817848,0.863890330680252,0.999950297526443
GZMB,3.21419673681738e-09,0.526012567714426,0.0293789435777182,0.863906998852763,0.999950297526443
SPN,3.2130067250394e-09,0.525749933164509,0.0293571933117712,0.86395689416654,0.999950297526443
KIF22,3.21048628152462e-09,0.52519336439145,0.0293111528693708,0.864062574172261,0.999950297526443
CINP,3.2102628718638e-09,0.525144010399052,0.0293070736325801,0.864071941662504,0.999950297526443
SYS1,3.20541363509575e-09,0.524071938291402,0.0292186013747674,0.864275273198167,0.999950297526443
BMI1,3.19997824880432e-09,0.522868423888318,0.0291195940368776,0.864503193033221,0.999950297526443
ADD3,3.19638903613921e-09,0.522072614544087,0.029054307467482,0.864653704204355,0.999950297526443
CAP1,3.18927590181397e-09,0.520492929225676,0.0289251384368194,0.864952003116939,0.999950297526443
U2AF1L4,3.18241095882871e-09,0.518965145084823,0.0288007492518489,0.865239912039458,0.999950297526443
ANKRD11,3.18144910958354e-09,0.518750833615645,0.0287833424536855,0.865280252475527,0.999950297526443
IMPDH1,3.17546055932803e-09,0.517415109549372,0.0286750847023007,0.865531423146629,0.999950297526443
PAK1,3.17411007159339e-09,0.517113553406139,0.0286506995054271,0.86558806693215,0.999950297526443
P2RY10,3.16919309110037e-09,0.516014576228128,0.0285620032639807,0.865794306690335,0.999950297526443
NDFIP1,3.16246668720728e-09,0.514508521518107,0.0284408899812889,0.866076456413714,0.999950297526443
SNRPD1,3.15742793938324e-09,0.513378316132582,0.0283503326272972,0.866287825899486,0.999950297526443
PSMC2,3.15335163810036e-09,0.512462719941908,0.0282771782108154,0.866458828894428,0.999950297526443
VAT1,3.13826975548363e-09,0.509065182979624,0.0280073363020052,0.867091576134861,0.999950297526443
BLOC1S2,3.13789136696238e-09,0.508979740537037,0.0280005828891369,0.867107452192387,0.999950297526443
ZNF274,3.13599530780486e-09,0.508551449462279,0.0279667546169321,0.867187006005444,0.999950297526443
ASL,3.1346400713565e-09,0.508245169372191,0.0279425878872007,0.867243869099494,0.999950297526443
KCNQ1OT1,3.13370825281576e-09,0.508034506773338,0.027925977653891,0.867282966797557,0.999950297526443
IFI35,3.13245012321682e-09,0.507749977172809,0.0279035585623321,0.867335756529685,0.999950297526443
C21orf59,3.12976774068782e-09,0.507142981481109,0.027855790222483,0.867448308320993,0.999950297526443
DHRS7,3.12749315386026e-09,0.50662787354909,0.0278153160436402,0.867543751259058,0.999950297526443
GLTP,3.12687881893521e-09,0.506488688100274,0.0278043895661311,0.867569529428036,0.999950297526443
PRKD2,3.1265694297441e-09,0.506418582054625,0.0277988876247295,0.867582511792019,0.999950297526443
MTCH1,3.12056684990282e-09,0.505057105074205,0.0276922500672797,0.86783439474064,0.999950297526443
MZT2B,3.11797715046521e-09,0.504468943540189,0.0276463065893311,0.867943069014986,0.999950297526443
PLP2,3.10939015421071e-09,0.502515333389727,0.0274942388747063,0.868303431991746,0.999950297526443
DDX24,3.10892776139439e-09,0.502409988132975,0.0274860622274286,0.868322837604526,0.999950297526443
HCK,3.10626411317375e-09,0.501802845297137,0.0274389837214095,0.868434626625137,0.999950297526443
CPNE5,3.10582337052689e-09,0.501702335642312,0.027431197730324,0.868453124136997,0.999950297526443
CIR1,3.10248406754857e-09,0.500940374433042,0.0273722427765023,0.868593273559081,0.999950297526443
GLIPR1,3.10186577936637e-09,0.500799207055302,0.027361333938622,0.868619223359156,0.999950297526443
GLMP,3.09964867301467e-09,0.500292775321579,0.0273222340473454,0.868712277354993,0.999950297526443
RNMT,3.09518569825064e-09,0.49927228444474,0.0272436118108007,0.868899598030388,0.999950297526443
MYL12B,3.0945417461332e-09,0.499124923380036,0.0272322769454615,0.868926626697181,0.999950297526443
C8orf59,3.0904543968623e-09,0.498188891922596,0.0271603862893696,0.869098188988189,0.999950297526443
PTK2B,3.08431433854089e-09,0.496780535226708,0.0270525699812929,0.8693559232152,0.999950297526443
AHCYL1,3.08196236724469e-09,0.496240344628793,0.027011327357172,0.869454652910791,0.999950297526443
TNFSF10,3.07723364966984e-09,0.495153072028058,0.0269285028871552,0.869653158449615,0.999950297526443
MGAT4A,3.07634270397426e-09,0.494948037229204,0.0269129120264594,0.869690560134761,0.999950297526443
ZEB2,3.06970801026519e-09,0.493419385274403,0.0267969520064988,0.869969092137477,0.999950297526443
TCEAL4,3.06924102921346e-09,0.493311671845794,0.0267887996239498,0.869988697142285,0.999950297526443
FNBP4,3.06566506225259e-09,0.492486319556368,0.0267264128282074,0.870138827614907,0.999950297526443
IFT57,3.06453619474579e-09,0.49222557856878,0.0267067335589084,0.870186222037403,0.999950297526443
APPL1,3.06324282093084e-09,0.491926727021834,0.026684195400721,0.870240523673016,0.999950297526443
PBXIP1,3.06320137397521e-09,0.491917148133988,0.0266834733089737,0.870242263812287,0.999950297526443
SNN,3.06048141286721e-09,0.491288259824125,0.0266361073163083,0.870356462020102,0.999950297526443
CCT7,3.06031349509374e-09,0.491249417560323,0.0266331845387898,0.870363512175997,0.999950297526443
EAPP,3.05572827490356e-09,0.490187984303972,0.0265534361527768,0.870556030125561,0.999950297526443
NDUFB8,3.05485525008928e-09,0.489985714051302,0.0265382656303698,0.87059268636621,0.999950297526443
BRK1,3.05335701946698e-09,0.489638460851946,0.0265122410309226,0.870655594163292,0.999950297526443
GRK6,3.05015704196581e-09,0.488896235129885,0.0264566994627234,0.870789957750335,0.999950297526443
PAOX,3.04912040921216e-09,0.488655630456609,0.026438719260176,0.870833485636086,0.999950297526443
BTG3,3.04608704786086e-09,0.487951128536634,0.0263861412792652,0.870960857779408,0.999950297526443
MAPKAPK3,3.04534992181735e-09,0.487779828178612,0.0263733724001978,0.870991810523525,0.999950297526443
NOSIP,3.04434599298658e-09,0.487546461487346,0.026355986795653,0.871033966931843,0.999950297526443
CREB1,3.04379272491764e-09,0.487417820789062,0.0263464079889598,0.871057199606445,0.999950297526443
PSMD9,3.04309540435797e-09,0.487255654313211,0.0263343376614695,0.871086481450543,0.999950297526443
ALKBH7,3.04156780510212e-09,0.486900276108151,0.0263079052220006,0.87115062892651,0.999950297526443
BEX2,3.04126181815112e-09,0.486829071161931,0.0263026122472545,0.871163478138225,0.999950297526443
CCR6,3.04066611645839e-09,0.486690428137019,0.0262923093025855,0.871188493345535,0.999950297526443
PLEKHF2,3.0393822102324e-09,0.486391524201547,0.0262701103951861,0.871242408655462,0.999950297526443
YKT6,3.03847631592183e-09,0.486180551457859,0.0262544530047131,0.871280450401627,0.999950297526443
MORF4L1,3.0363646878798e-09,0.48568854169506,0.026217973947984,0.871369126380866,0.999950297526443
ARFGAP2,3.03525218326759e-09,0.4854291954917,0.0261987652714755,0.871415845692837,0.999950297526443
MAP4K2,3.03257916328274e-09,0.484805689175739,0.0261526412707332,0.871528100233728,0.999950297526443
MRPL54,3.02896558233461e-09,0.483961947457907,0.0260903521261529,0.871679858120886,0.999950297526443
NONO,3.02869389049331e-09,0.48389847049331,0.0260856718366592,0.871691268428438,0.999950297526443
PLEKHO1,3.02857888839506e-09,0.483871600225947,0.0260836908837142,0.871696098207238,0.999950297526443
ZCRB1,3.02852116929089e-09,0.483858113773719,0.0260826966795145,0.871698522256167,0.999950297526443
CHCHD1,3.02076828782044e-09,0.482044350636126,0.0259493264883378,0.872024133609001,0.999950297526443
WDR34,3.01541137515086e-09,0.480788499262911,0.0258573730469136,0.872249129932499,0.999950297526443
CCT8,3.01410651239633e-09,0.480482267848561,0.0258349993017918,0.87230393719371,0.999950297526443
PPIG,3.01136398391761e-09,0.479838222268699,0.0257880062798455,0.872419131746595,0.999950297526443
EIF5,3.00843981541993e-09,0.479150899168806,0.0257379479916476,0.872541958713875,0.999950297526443
MSN,3.00734146660145e-09,0.478892567254734,0.0257191581297237,0.872588094624408,0.999950297526443
PMEPA1,3.00476235578691e-09,0.478285602794566,0.0256750632931077,0.872696431333677,0.999950297526443
PRMT1,3.00145108021003e-09,0.477505596478193,0.0256185061647329,0.872835526453098,0.999950297526443
ITGB1,2.99596789027118e-09,0.476212150417991,0.0255249895143459,0.873065864750361,0.999950297526443
RPL7L1,2.99586965890634e-09,0.476188957570406,0.025523315722407,0.873069991359847,0.999950297526443
PYURF,2.99553803020927e-09,0.476110653205164,0.0255176654128644,0.87308392280257,0.999950297526443
CD44,2.99552170682209e-09,0.476106798701941,0.0255173873101709,0.873084608535357,0.999950297526443
PMAIP1,2.9883491042723e-09,0.474411146803142,0.0253953338099617,0.873385933203118,0.999950297526443
IDH1,2.98699521290573e-09,0.474090638502875,0.0253723279740423,0.873442812927517,0.999950297526443
RBPJ,2.98540841631656e-09,0.473714816349961,0.025345377793901,0.873509478305653,0.999950297526443
FAM107B,2.98437977184353e-09,0.473471086118129,0.0253279149294577,0.873552694767432,0.999950297526443
CIAO1,2.98424310530906e-09,0.473438697841438,0.0253255952520935,0.873558436569801,0.999950297526443
MCM5,2.98289287889154e-09,0.473118634190515,0.0253026832099568,0.873615164298942,0.999950297526443
JKAMP,2.97685959589709e-09,0.471686773248904,0.0252004308870716,0.873868651530138,0.999950297526443
ZRANB2,2.97607077115257e-09,0.471499357521432,0.0251870771570559,0.873901794808515,0.999950297526443
POLR2F,2.97507351900851e-09,0.471262353424839,0.0251702000998532,0.873943695693921,0.999950297526443
CBX3,2.96666378927682e-09,0.469260676040348,0.0250281024976708,0.874297055809246,0.999950297526443
GOLGA4,2.96652877706496e-09,0.469228496039474,0.0250258245027068,0.874302728958499,0.999950297526443
NCBP2,2.963813751698e-09,0.468581073749051,0.0249800372133756,0.874416814410704,0.999950297526443
ST6GAL1,2.96059595216114e-09,0.467813021241146,0.0249258252254491,0.874552029829924,0.999950297526443
EMC7,2.95984738242147e-09,0.467634230943238,0.0249132221145036,0.874583486065934,0.999950297526443
MCM7,2.95945261928184e-09,0.467539927193754,0.0249065770651745,0.874600074797196,0.999950297526443
TCF25,2.95863967877318e-09,0.467345688217917,0.0248928956266777,0.874634236345748,0.999950297526443
ZFPL1,2.95777630977433e-09,0.467139343946015,0.0248783696141016,0.874670517266242,0.999950297526443
OPTN,2.95286446391829e-09,0.465964314388921,0.0247958094479803,0.874876930301242,0.999950297526443
CUTA,2.95227529012515e-09,0.465823243828116,0.0247859156083938,0.87490169002795,0.999950297526443
KRCC1,2.95076947232077e-09,0.465462570813925,0.0247606377796173,0.874964971805914,0.999950297526443
SCCPDH,2.94077613529864e-09,0.46306447373328,0.0245932086415138,0.875384960608702,0.999950297526443
NEDD8,2.93609235202872e-09,0.461937808800255,0.0245149316678523,0.875581817506953,0.999950297526443
OSER1,2.93440530636615e-09,0.461531573290185,0.0244867677531553,0.875652725017661,0.999950297526443
PSMD1,2.9339662003661e-09,0.46142580104036,0.0244794398750808,0.875671181062059,0.999950297526443
OGFOD3,2.93318520409536e-09,0.461237636319012,0.0244664091818979,0.875704007248013,0.999950297526443
MT2A,2.93277302822103e-09,0.461138311729935,0.0244595335471513,0.875721331567906,0.999950297526443
ARID1A,2.93113946329477e-09,0.460744529292543,0.0244322930427899,0.875789993138134,0.999950297526443
GCC2,2.9270927612857e-09,0.45976813302808,0.024364877649585,0.87596008707552,0.999950297526443
CAMK1D,2.9262377551066e-09,0.459561669291608,0.0243506457272632,0.875996026053772,0.999950297526443
MRPL57,2.92566140148804e-09,0.459422460800521,0.024341054435083,0.876020252409129,0.999950297526443
SEC13,2.92430783050468e-09,0.459095424812573,0.0243185366390393,0.876077148651005,0.999950297526443
TMEM14A,2.91348412894115e-09,0.456475062608217,0.0241388500408718,0.876532137047123,0.999950297526443
MGMT,2.90823320500291e-09,0.45520046577567,0.0240519183542252,0.876752881184035,0.999950297526443
SERPINB1,2.90819446820095e-09,0.455191054672686,0.0240512776296839,0.876754509680118,0.999950297526443
CDC40,2.90359564979478e-09,0.454072914265809,0.0239752717050761,0.876947847821817,0.999950297526443
SMUG1,2.90308445076002e-09,0.453948517951792,0.0239668304079113,0.876969339507026,0.999950297526443
SNRNP200,2.89975876771372e-09,0.453138723994779,0.0239119505527014,0.877109159146599,0.999950297526443
RBCK1,2.89916565125298e-09,0.452994208026371,0.0239021696556227,0.877134095578898,0.999950297526443
SYK,2.8940079255154e-09,0.451736300463373,0.0238171995712672,0.877350947301345,0.999950297526443
DENND3,2.89318778810861e-09,0.451536080067892,0.0238037022975906,0.877385430055055,0.999950297526443
NFKBID,2.88940657651896e-09,0.450612265021492,0.0237415231201568,0.877544414457109,0.999950297526443
SRI,2.88400401683972e-09,0.44929030685484,0.0236528231893127,0.87777157844988,0.999950297526443
WBP11,2.88332143203859e-09,0.449123114967698,0.0236416282347177,0.877800280133787,0.999950297526443
MBNL1,2.88247472813456e-09,0.448915670936689,0.0236277452735046,0.877835883007067,0.999950297526443
UBB,2.88170154988579e-09,0.448726189618635,0.0236150714356927,0.877868394431478,0.999950297526443
DDX18,2.87572621302052e-09,0.447260173612535,0.0235172391601373,0.878119658718537,0.999950297526443
ITGAE,2.8753372813181e-09,0.447164649814823,0.0235108783450508,0.878136013811795,0.999950297526443
TFEB,2.8749996075447e-09,0.447081705169842,0.0235053565296534,0.878150213483425,0.999950297526443
BRD4,2.87437582779567e-09,0.446928458109764,0.0234951578675345,0.878176444429133,0.999950297526443
NR1H2,2.87392707494324e-09,0.446818190986654,0.0234878222254987,0.878195315293932,0.999950297526443
SAFB2,2.87375115908503e-09,0.446774960590576,0.0234849468888333,0.878202712891145,0.999950297526443
AP3S1,2.86796208179266e-09,0.445350903155578,0.0233904228847659,0.878446160557681,0.999950297526443
NR3C1,2.86713557246595e-09,0.445147364258569,0.0233769431967886,0.878480918635383,0.999950297526443
ZNF821,2.86569756382314e-09,0.444793100968161,0.0233534997178078,0.878541393303876,0.999950297526443
SMC6,2.86538779608912e-09,0.444716765176591,0.0233484511950385,0.87855442050962,0.999950297526443
YPEL3,2.86444411644577e-09,0.444484166089313,0.0233330746865571,0.878594106927206,0.999950297526443
RAB11FIP1,2.8584918182593e-09,0.443015336722519,0.0232362034536361,0.878844437666118,0.999950297526443
ZMAT2,2.85641637681556e-09,0.442502494871011,0.0232024738679614,0.878931725589809,0.999950297526443
ADAM28,2.8542947447978e-09,0.441977868682513,0.0231680189265302,0.879020957695626,0.999950297526443
SAE1,2.85254636625194e-09,0.441545256664741,0.0231396447992004,0.879094492572828,0.999950297526443
SMARCA4,2.85204272276634e-09,0.441420589749269,0.0231314744832487,0.879115675456986,0.999950297526443
SAP18,2.84978536434739e-09,0.440861565322214,0.0230948723916578,0.879210619397578,0.999950297526443
TEX9,2.84852998972728e-09,0.440550493228649,0.0230745295748637,0.879263420897368,0.999950297526443
SNRPA1,2.84808231965758e-09,0.440439532157741,0.0230672774380807,0.879282250188462,0.999950297526443
POLR2G,2.84724852350019e-09,0.440232819789962,0.0230537731992467,0.879317320373164,0.999950297526443
THEMIS2,2.84611303018223e-09,0.439951217852994,0.0230353890045534,0.87936508058111,0.999950297526443
PAG1,2.84234327387622e-09,0.439015544019072,0.0229744073833095,0.879523644189689,0.999950297526443
DOK3,2.83998363993946e-09,0.438429262497553,0.0229362777952835,0.879622897645768,0.999950297526443
PTRHD1,2.83988221683308e-09,0.438404052114904,0.0229346395978153,0.879627163855771,0.999950297526443
TLK1,2.83940184971492e-09,0.438284637193499,0.0229268814486247,0.879647369821568,0.999950297526443
SFXN4,2.83887151341596e-09,0.438152777811993,0.0229183177985407,0.879669677761555,0.999950297526443
CUX1,2.83414351150935e-09,0.436976189648291,0.0228420426889548,0.879868559528859,0.999950297526443
TGFB1,2.83168195104439e-09,0.436362869737317,0.0228023815699399,0.879972107220459,0.999950297526443
XIST,2.82960880584446e-09,0.435845928981603,0.0227690054041335,0.88005931747693,0.999950297526443
SMCHD1,2.82839350520072e-09,0.435542723177786,0.0227494512915223,0.880110441770225,0.999950297526443
SRSF11,2.82667107565903e-09,0.435112778847646,0.0227217518955985,0.880182900411485,0.999950297526443
COX6C,2.82365374826313e-09,0.4343590007312,0.0226732691602238,0.880309834838913,0.999950297526443
SIPA1,2.82118413551128e-09,0.433741473907915,0.02263362569617,0.880413730023547,0.999950297526443
