sample,cell_group,threshold_method,score,n_high,n_low,lower_cutoff,upper_cutoff,mean_high,mean_low,delta_high_minus_low,mannwhitney_p,mannwhitney_fdr
GSM4453594_P19,B cells,within_sample_positive_median,NRF2_redox_score,5,30,,9.76580856953812,3.2919694192756572,2.7836369080044716,0.5083325112711856,0.4939652357537817,0.9879304715075634
GSM4453594_P19,B cells,within_sample_positive_median,Ribosome_translation_score,5,30,,9.76580856953812,7.047863798057151,6.899263503166853,0.14860029489029714,1.0,1.0
GSM4453594_P19,B cells,within_sample_positive_median,Apoptosis_DDR_score,5,30,,9.76580856953812,0.6885188778591136,0.9142417841982851,-0.22572290633917147,0.7697057146530955,1.0
GSM4453594_P19,B cells,detected_vs_undetected,UPR_ER_stress_score,9,26,0.0,0.0,3.1946105767983877,2.416449241972312,0.7781613348260756,0.4387740776333585,0.5850321035111447
GSM4453594_P19,B cells,detected_vs_undetected,NRF2_redox_score,9,26,0.0,0.0,3.8810631061482193,2.5015148608145563,1.379548245333663,0.0473815207959167,0.1895260831836668
GSM4453594_P19,B cells,detected_vs_undetected,Ribosome_translation_score,9,26,0.0,0.0,7.727908910536676,6.641001688094665,1.0869072224420107,0.4170985652617908,0.5850321035111447
GSM4453594_P19,B cells,detected_vs_undetected,Apoptosis_DDR_score,9,26,0.0,0.0,0.8617276704062404,0.8890114954456906,-0.02728382503945015,0.9490291185594251,0.9490291185594251
GSM4453594_P19,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,5,37,,9.76580856953812,2.001218839283114,3.2044080719501196,-1.2031892326670057,0.24375636879775353,0.5882787875769886
GSM4453594_P19,B-lineage combined,within_sample_positive_median,NRF2_redox_score,5,37,,9.76580856953812,3.2919694192756572,2.55420590603842,0.7377635132372373,0.2941393937884943,0.5882787875769886
GSM4453594_P19,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,5,37,,9.76580856953812,7.047863798057151,6.642533005764763,0.40533079229238744,0.821312192300639,0.821312192300639
GSM4453594_P19,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,5,37,,9.76580856953812,0.6885188778591136,1.0273800720315103,-0.3388611941723967,0.6204795304692331,0.821312192300639
GSM4453594_P19,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,9,33,0.0,0.0,3.1946105767983877,3.0247787171934704,0.1698318596049173,0.8540175678680705,0.8540175678680705
GSM4453594_P19,B-lineage combined,detected_vs_undetected,NRF2_redox_score,9,33,0.0,0.0,3.8810631061482193,2.3041181110444193,1.5769449951038,0.016759954378183818,0.06703981751273527
GSM4453594_P19,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,9,33,0.0,0.0,7.727908910536676,6.407935151780361,1.3199737587563147,0.22014801232201842,0.44029602464403683
GSM4453594_P19,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,9,33,0.0,0.0,0.8617276704062404,1.0212153945698572,-0.15948772416361678,0.7468157819281794,0.8540175678680705
GSM4453595_P20,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,3,14,,7.286204379056805,5.79502948660227,5.456567743371205,0.3384617432310648,0.7676470588235295,0.7676470588235295
GSM4453595_P20,Plasma cells,within_sample_positive_median,NRF2_redox_score,3,14,,7.286204379056805,5.131822913481178,2.398646079842017,2.7331768336391615,0.0643660284017885,0.257464113607154
GSM4453595_P20,Plasma cells,within_sample_positive_median,Ribosome_translation_score,3,14,,7.286204379056805,9.42271312860129,8.37753412208622,1.0451790065150703,0.4323529411764706,0.5764705882352942
GSM4453595_P20,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,3,14,,7.286204379056805,2.3220890324640338,1.490253187583128,0.8318358448809058,0.1831703277765645,0.366340655553129
GSM4453595_P20,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,6,11,0.0,0.0,6.342735522132345,5.06551124856451,1.2772242735678345,0.5248868778280543,0.5248868778280543
GSM4453595_P20,Plasma cells,detected_vs_undetected,NRF2_redox_score,6,11,0.0,0.0,5.3331978722281415,1.5433933295329927,3.7898045426951485,0.0013487743057055803,0.005395097222822321
GSM4453595_P20,Plasma cells,detected_vs_undetected,Ribosome_translation_score,6,11,0.0,0.0,9.381922326240026,8.114734830688251,1.2671874955517755,0.14899806076276664,0.19866408101702218
GSM4453595_P20,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,6,11,0.0,0.0,2.9216698519207593,0.9363447829119398,1.9853250690088196,0.002852540449105126,0.005705080898210252
GSM4453595_P20,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,3,17,,7.286204379056805,5.79502948660227,5.092650447606672,0.7023790389955984,0.9210526315789475,0.9210526315789475
GSM4453595_P20,B-lineage combined,within_sample_positive_median,NRF2_redox_score,3,17,,7.286204379056805,5.131822913481178,2.424030158558769,2.7077927549224095,0.04271689123434012,0.17086756493736047
GSM4453595_P20,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,3,17,,7.286204379056805,9.42271312860129,8.369393764529221,1.0533193640720686,0.30526315789473685,0.4070175438596491
GSM4453595_P20,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,3,17,,7.286204379056805,2.3220890324640338,1.4997422109184344,0.8223468215455993,0.19800182604999372,0.39600365209998745
GSM4453595_P20,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,6,14,0.0,0.0,6.342735522132345,4.707409495451869,1.6353260266804757,0.20743034055727555,0.20743034055727555
GSM4453595_P20,B-lineage combined,detected_vs_undetected,NRF2_redox_score,6,14,0.0,0.0,5.3331978722281415,1.7574853001838402,3.575712572044301,0.0007632583558383137,0.003053033423353255
GSM4453595_P20,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,6,14,0.0,0.0,9.381922326240026,8.161164244668601,1.2207580815714252,0.07574819401444788,0.10099759201926384
GSM4453595_P20,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,6,14,0.0,0.0,2.9216698519207593,1.0665618265343524,1.855108025386407,0.005108317154205752,0.010216634308411503
GSM4453596_P21,B cells,within_sample_positive_median,UPR_ER_stress_score,4,19,,8.282022425280347,5.672282272116049,5.1484664684987305,0.5238158036173184,0.5574251835121402,0.743233578016187
GSM4453596_P21,B cells,within_sample_positive_median,NRF2_redox_score,4,19,,8.282022425280347,3.593414307762335,2.0587198978825545,1.5346944098797803,0.0960295127544681,0.3841180510178724
GSM4453596_P21,B cells,within_sample_positive_median,Ribosome_translation_score,4,19,,8.282022425280347,9.226782023069145,8.825874262317457,0.40090776075168755,0.7846414455110109,0.7846414455110109
GSM4453596_P21,B cells,within_sample_positive_median,Apoptosis_DDR_score,4,19,,8.282022425280347,0.6896502395022013,1.4003278370957806,-0.7106775975935793,0.26337508092820705,0.5267501618564141
GSM4453596_P21,B cells,detected_vs_undetected,UPR_ER_stress_score,7,16,0.0,0.0,5.664473859209374,5.053667185967154,0.6108066732422204,0.45152290165077896,0.7127840526682903
GSM4453596_P21,B cells,detected_vs_undetected,NRF2_redox_score,7,16,0.0,0.0,3.7752850610654294,1.6913962414599917,2.0838888196054377,0.00362190094458815,0.0144876037783526
GSM4453596_P21,B cells,detected_vs_undetected,Ribosome_translation_score,7,16,0.0,0.0,9.425317964057726,8.66384458299401,0.7614733810637162,0.5345880395012177,0.7127840526682903
GSM4453596_P21,B cells,detected_vs_undetected,Apoptosis_DDR_score,7,16,0.0,0.0,1.3516116724640306,1.2439717597237763,0.1076399127402543,0.9727788686905016,0.9727788686905016
GSM4453596_P21,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,240,629,,7.787730369353232,7.558857419449093,7.14650994333643,0.41234747611266265,0.00012398111763396057,0.00016530815684528077
GSM4453596_P21,Plasma cells,within_sample_positive_median,NRF2_redox_score,240,629,,7.787730369353232,4.316036470679023,3.0875433618862487,1.2284931087927746,3.904590533977731e-20,1.5618362135910923e-19
GSM4453596_P21,Plasma cells,within_sample_positive_median,Ribosome_translation_score,240,629,,7.787730369353232,9.332461033502074,8.767174501971478,0.5652865315305959,2.263930113304427e-06,4.527860226608854e-06
GSM4453596_P21,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,240,629,,7.787730369353232,1.4593839717736217,1.4100438286864727,0.04934014308714896,0.42034232309360153,0.42034232309360153
GSM4453596_P21,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,120,120,7.191187111939009,8.31886247552683,7.640913296058779,7.695320328194251,-0.05440703213547238,0.6831528049313456,0.9045314378126036
GSM4453596_P21,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,120,120,7.191187111939009,8.31886247552683,4.5271370358788525,4.548590650217486,-0.021453614338633464,0.9045314378126036,0.9045314378126036
GSM4453596_P21,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,120,120,7.191187111939009,8.31886247552683,9.323094348278191,9.57895945916995,-0.255865110891758,0.30423930381083153,0.6084786076216631
GSM4453596_P21,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,120,120,7.191187111939009,8.31886247552683,1.4148060380846157,1.7591247460447903,-0.3443187079601746,0.14001096091760065,0.5600438436704026
GSM4453596_P21,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,480,389,0.0,0.0,7.614354693363195,6.823625404144122,0.7907292892190725,1.2747858832289992e-16,1.699714510971999e-16
GSM4453596_P21,Plasma cells,detected_vs_undetected,NRF2_redox_score,480,389,0.0,0.0,4.391434268214651,2.236568326083249,2.154865942131402,5.6110224237670865e-71,2.2444089695068346e-70
GSM4453596_P21,Plasma cells,detected_vs_undetected,Ribosome_translation_score,480,389,0.0,0.0,9.428523354349272,8.299877120033177,1.1286462343160952,2.2574948905060466e-25,4.514989781012093e-25
GSM4453596_P21,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,480,389,0.0,0.0,1.669684083318438,1.120106327703368,0.54957775561507,5.071767743053434e-09,5.071767743053434e-09
GSM4453596_P21,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,244,648,,7.791315131925456,7.519325154218599,7.091165415720678,0.42815973849792144,7.793540756823452e-05,0.00010391387675764604
GSM4453596_P21,B-lineage combined,within_sample_positive_median,NRF2_redox_score,244,648,,7.791315131925456,4.311856503091553,3.054490549576998,1.257365953514555,2.3428846420012017e-21,9.371538568004807e-21
GSM4453596_P21,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,244,648,,7.791315131925456,9.335993187192955,8.766913288860778,0.569079898332177,2.0162895142492457e-06,4.0325790284984915e-06
GSM4453596_P21,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,244,648,,7.791315131925456,1.4461996719147086,1.4099719620140434,0.03622770990066515,0.5353509308643606,0.5353509308643606
GSM4453596_P21,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,122,122,7.192816383263564,8.32138481272532,7.581747660694055,7.69499398964815,-0.11324632895409525,0.5343956919732458,0.712527589297661
GSM4453596_P21,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,122,122,7.192816383263564,8.32138481272532,4.515996420794588,4.538531513567551,-0.02253509277296306,0.9198049436002214,0.9198049436002214
GSM4453596_P21,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,122,122,7.192816383263564,8.32138481272532,9.316477935980867,9.561506695928028,-0.24502875994716078,0.30496619504148015,0.6099323900829603
GSM4453596_P21,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,122,122,7.192816383263564,8.32138481272532,1.402909741453136,1.7560502000057059,-0.3531404585525699,0.12360434409444446,0.49441737637777783
GSM4453596_P21,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,487,405,0.0,0.0,7.586327658786035,6.753701128858118,0.832626529927917,4.900391215692676e-18,6.533854954256902e-18
GSM4453596_P21,B-lineage combined,detected_vs_undetected,NRF2_redox_score,487,405,0.0,0.0,4.382577914107783,2.2150306634808485,2.167547250626934,1.4111521944551606e-73,5.6446087778206424e-73
GSM4453596_P21,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,487,405,0.0,0.0,9.428477280977525,8.314256081532866,1.1142211994446587,1.7296834238764494e-25,3.459366847752899e-25
GSM4453596_P21,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,487,405,0.0,0.0,1.665112200616219,1.1249997768696063,0.5401124237466126,6.6154924793626865e-09,6.6154924793626865e-09
GSM4453597_P22,B cells,detected_vs_undetected,UPR_ER_stress_score,5,18,0.0,0.0,3.8850271646876466,4.229629781977557,-0.34460261728990993,0.6911349520045171,0.6911349520045171
GSM4453597_P22,B cells,detected_vs_undetected,NRF2_redox_score,5,18,0.0,0.0,2.2294984438896854,0.9700407428285927,1.2594577010610928,0.05972899096607546,0.23891596386430183
GSM4453597_P22,B cells,detected_vs_undetected,Ribosome_translation_score,5,18,0.0,0.0,8.928976716194073,7.280608077001334,1.6483686391927392,0.4032809295967191,0.5654208906734087
GSM4453597_P22,B cells,detected_vs_undetected,Apoptosis_DDR_score,5,18,0.0,0.0,1.4336181144804332,1.2042535088745454,0.22936460560588778,0.4240656680050565,0.5654208906734087
GSM4453597_P22,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,4,25,,9.82072524263012,4.152545474596218,4.637042208409173,-0.48449673381295444,0.7374847374847374,0.8787840511978442
GSM4453597_P22,B-lineage combined,within_sample_positive_median,NRF2_redox_score,4,25,,9.82072524263012,2.54727568642131,1.0393043992790678,1.5079712871422422,0.03455445459161107,0.13821781836644428
GSM4453597_P22,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,4,25,,9.82072524263012,7.907364905558772,7.788997998475736,0.11836690708303621,0.8787840511978442,0.8787840511978442
GSM4453597_P22,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,4,25,,9.82072524263012,1.7543275852908777,1.2814339431760795,0.47289364211479823,0.3518943460210272,0.7037886920420544
GSM4453597_P22,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,7,22,0.0,0.0,4.293080347028303,4.658394303609821,-0.36531395658151844,0.7841566396289035,0.7841566396289035
GSM4453597_P22,B-lineage combined,detected_vs_undetected,NRF2_redox_score,7,22,0.0,0.0,2.2060865977338375,0.9422321156147759,1.2638544821190616,0.02263215569147238,0.09052862276588952
GSM4453597_P22,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,7,22,0.0,0.0,8.5085754912201,7.581562779344899,0.927012711875201,0.5660759363907789,0.7547679151877053
GSM4453597_P22,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,7,22,0.0,0.0,1.7343536267388615,1.2233037969724305,0.511049829766431,0.2240715037837866,0.4481430075675732
GSM4453598_P23,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,37,247,,7.95760144776418,6.9384177406902525,7.167109670685738,-0.2286919299954855,0.645991271746702,0.923742868923487
GSM4453598_P23,Plasma cells,within_sample_positive_median,NRF2_redox_score,37,247,,7.95760144776418,4.1783579151886965,3.338008059603139,0.8403498555855573,0.018104028233074883,0.07241611293229953
GSM4453598_P23,Plasma cells,within_sample_positive_median,Ribosome_translation_score,37,247,,7.95760144776418,9.027211696218007,8.792115571166756,0.23509612505125155,0.7851622928684566,0.923742868923487
GSM4453598_P23,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,37,247,,7.95760144776418,2.079912161580722,2.1169320964695433,-0.03701993488882138,0.923742868923487,0.923742868923487
GSM4453598_P23,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,19,19,7.523950854558693,8.506657054600822,6.573277370733845,8.119714078840753,-1.5464367081069073,0.01108705352151141,0.04434821408604564
GSM4453598_P23,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,19,19,7.523950854558693,8.506657054600822,4.235570641118404,5.466789508164801,-1.2312188670463975,0.02277486537233766,0.04554973074467532
GSM4453598_P23,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,19,19,7.523950854558693,8.506657054600822,9.034856437174206,9.607275185736883,-0.5724187485626775,0.17928545425907827,0.17928545425907827
GSM4453598_P23,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,19,19,7.523950854558693,8.506657054600822,2.304993031564359,3.042096647630137,-0.7371036160657778,0.1442744322628964,0.17928545425907827
GSM4453598_P23,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,73,211,0.0,0.0,7.553538221108773,6.993314004379034,0.5602242167297389,0.005283741656180871,0.010567483312361741
GSM4453598_P23,Plasma cells,detected_vs_undetected,NRF2_redox_score,73,211,0.0,0.0,4.395055242836924,3.1196597197007656,1.2753955231361584,6.11414358304019e-06,2.445657433216076e-05
GSM4453598_P23,Plasma cells,detected_vs_undetected,Ribosome_translation_score,73,211,0.0,0.0,9.163565256630433,8.704829929403948,0.4587353272264849,0.04780887959822053,0.06374517279762737
GSM4453598_P23,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,73,211,0.0,0.0,2.27608121003816,2.0553793813918397,0.22070182864632049,0.3125596975771505,0.3125596975771505
GSM4453598_P23,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,37,251,,7.976343980693615,6.825381348971964,7.145385549538843,-0.3200042005668786,0.4477933288019287,0.7459886263993319
GSM4453598_P23,B-lineage combined,within_sample_positive_median,NRF2_redox_score,37,251,,7.976343980693615,4.213450947706002,3.3124235174326295,0.9010274302733721,0.010251040013995162,0.04100416005598065
GSM4453598_P23,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,37,251,,7.976343980693615,9.09800453758632,8.799012794711043,0.29899174287527686,0.5594914697994989,0.7459886263993319
GSM4453598_P23,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,37,251,,7.976343980693615,2.0680989653285033,2.1109378083485417,-0.042838843020038375,0.8173296896564136,0.8173296896564136
GSM4453598_P23,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,19,19,7.525596204512884,8.514119168090158,6.616364811270252,8.119714078840753,-1.503349267570501,0.01108705352151141,0.03608210220190638
GSM4453598_P23,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,19,19,7.525596204512884,8.514119168090158,4.173844970053198,5.466789508164801,-1.2929445381116036,0.01804105110095319,0.03608210220190638
GSM4453598_P23,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,19,19,7.525596204512884,8.514119168090158,9.219031620480921,9.607275185736883,-0.38824356525596215,0.3811157081784654,0.3811157081784654
GSM4453598_P23,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,19,19,7.525596204512884,8.514119168090158,2.207667187808967,3.042096647630137,-0.8344294598211701,0.07976206453864834,0.10634941938486446
GSM4453598_P23,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,74,214,0.0,0.0,7.503702216265006,6.966153826367298,0.537548389897708,0.007067355327622993,0.014134710655245986
GSM4453598_P23,B-lineage combined,detected_vs_undetected,NRF2_redox_score,74,214,0.0,0.0,4.3905513122986966,3.0953980879934977,1.2951532243051989,3.729473525649756e-06,1.4917894102599024e-05
GSM4453598_P23,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,74,214,0.0,0.0,9.185768156948317,8.716969793219583,0.46879836372873385,0.039971577846177664,0.05329543712823689
GSM4453598_P23,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,74,214,0.0,0.0,2.263150360170138,2.050896845607703,0.21225351456243535,0.3630449971622649,0.3630449971622649
GSM4453599_P24,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,18,110,,7.7178877955714,5.8256011659448905,4.819157209669364,1.0064439562755263,0.18917891981377244,0.18917891981377244
GSM4453599_P24,Plasma cells,within_sample_positive_median,NRF2_redox_score,18,110,,7.7178877955714,3.2596810195528554,1.41352033618473,1.8461606833681254,2.5297128992069738e-06,1.0118851596827895e-05
GSM4453599_P24,Plasma cells,within_sample_positive_median,Ribosome_translation_score,18,110,,7.7178877955714,8.302421151981692,7.365333099548769,0.937088052432923,0.09647909528875237,0.1286387937183365
GSM4453599_P24,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,18,110,,7.7178877955714,1.3154821257563851,0.8516895884548422,0.4637925373015429,0.08412087084050224,0.1286387937183365
GSM4453599_P24,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,9,9,7.126944040782749,8.758083661388268,4.4817405711572755,8.558332421494002,-4.076591850336727,0.003568628436933387,0.014274513747733548
GSM4453599_P24,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,9,9,7.126944040782749,8.758083661388268,3.3994922245255093,2.415035873355089,0.9844563511704201,0.034069195144143936,0.04542559352552525
GSM4453599_P24,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,9,9,7.126944040782749,8.758083661388268,7.618469456240092,8.978196126499032,-1.3597266702589401,0.013418657920497472,0.026837315840994944
GSM4453599_P24,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,9,9,7.126944040782749,8.758083661388268,1.017539009878731,1.535194210984132,-0.517655201105401,0.3762376593385316,0.3762376593385316
GSM4453599_P24,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,36,92,0.0,0.0,6.973040963379772,4.173246080097462,2.79979488328231,1.132854058845875e-07,2.26570811769175e-07
GSM4453599_P24,Plasma cells,detected_vs_undetected,NRF2_redox_score,36,92,0.0,0.0,3.080894102860857,1.1222750829269652,1.9586190199338918,1.6800841062306979e-10,6.720336424922791e-10
GSM4453599_P24,Plasma cells,detected_vs_undetected,Ribosome_translation_score,36,92,0.0,0.0,8.680830644239947,7.033916505363011,1.6469141388769364,1.4391757025905687e-05,1.918900936787425e-05
GSM4453599_P24,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,36,92,0.0,0.0,1.4986277349275987,0.6892818971331961,0.8093458377944026,6.619259206659597e-05,6.619259206659597e-05
GSM4453599_P24,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,19,123,,7.771552299920208,5.733630164260656,4.514204206681057,1.2194259575795998,0.09558342090244201,0.10828812832759975
GSM4453599_P24,B-lineage combined,within_sample_positive_median,NRF2_redox_score,19,123,,7.771552299920208,3.3282375069294723,1.380024823470376,1.9482126834590963,6.111400797052806e-07,2.4445603188211223e-06
GSM4453599_P24,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,19,123,,7.771552299920208,8.418485891882778,7.515262090554789,0.9032238013279885,0.10828812832759975,0.10828812832759975
GSM4453599_P24,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,19,123,,7.771552299920208,1.32971717451076,0.8128781603251896,0.5168390141855705,0.044641202957943514,0.08928240591588703
GSM4453599_P24,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,10,10,7.155048771660531,8.948649455122167,4.441381727435992,8.517286235174671,-4.075904507738679,0.0017062493689195967,0.006824997475678387
GSM4453599_P24,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,10,10,7.155048771660531,8.948649455122167,3.515768430043816,2.44062422417851,1.075144205865306,0.017257456083119765,0.03451491216623953
GSM4453599_P24,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,10,10,7.155048771660531,8.948649455122167,7.907387631626314,8.913804330152677,-1.0064166985263636,0.06402210128302689,0.08536280171070253
GSM4453599_P24,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,10,10,7.155048771660531,8.948649455122167,1.0743799140998085,1.5009256027467275,-0.426545688646919,0.5701699724963722,0.5701699724963722
GSM4453599_P24,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,37,105,0.0,0.0,6.894800724746385,3.8959853688295825,2.9988153559168023,1.698458759200981e-08,3.396917518401962e-08
GSM4453599_P24,B-lineage combined,detected_vs_undetected,NRF2_redox_score,37,105,0.0,0.0,3.1209308643972817,1.1190964184363505,2.001834445960931,4.023853222534315e-11,1.609541289013726e-10
GSM4453599_P24,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,37,105,0.0,0.0,8.730204173047039,7.250580139821633,1.4796240332254058,0.0001307931797741883,0.0001307931797741883
GSM4453599_P24,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,37,105,0.0,0.0,1.5009877434995422,0.6639247002497115,0.8370630432498307,1.8605767681709626e-05,2.4807690242279503e-05
GSM4453601_P26,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,4,50,0.0,0.0,2.7367039907696182,2.741468892994139,-0.00476490222452064,0.7748178597076819,0.8638565052669869
GSM4453601_P26,B-lineage combined,detected_vs_undetected,NRF2_redox_score,4,50,0.0,0.0,1.993937680205555,0.8088787915940695,1.1850588886114855,0.01158659640679442,0.04634638562717768
GSM4453601_P26,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,4,50,0.0,0.0,9.113572033245752,8.514383484346327,0.5991885488994253,0.5128458091832121,0.8638565052669869
GSM4453601_P26,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,4,50,0.0,0.0,0.9136611377678783,0.5095232975760045,0.4041378401918738,0.8638565052669869,0.8638565052669869
GSM4453602_P27,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,4,61,0.0,0.0,4.05691639638511,2.028250220877005,2.028666175508105,0.28966154418489,0.28966154418489
GSM4453602_P27,B-lineage combined,detected_vs_undetected,NRF2_redox_score,4,61,0.0,0.0,4.089309812611529,1.4524682503246713,2.636841562286858,0.003216747142373414,0.006433494284746828
GSM4453602_P27,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,4,61,0.0,0.0,8.141023455313205,2.9395233448013145,5.2015001105118905,0.002713414359271732,0.006433494284746828
GSM4453602_P27,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,4,61,0.0,0.0,0.6438502944591491,0.25309069657991834,0.39075959787923076,0.11254209238102066,0.15005612317469422
GSM4453603_P28,B cells,detected_vs_undetected,UPR_ER_stress_score,4,36,0.0,0.0,4.395506425669257,3.193095016623683,1.2024114090455744,0.37910826595211977,0.4740681253268887
GSM4453603_P28,B cells,detected_vs_undetected,NRF2_redox_score,4,36,0.0,0.0,3.5727539825929178,2.2645217371731268,1.308232245419791,0.28916320495259895,0.4740681253268887
GSM4453603_P28,B cells,detected_vs_undetected,Ribosome_translation_score,4,36,0.0,0.0,7.64388895229138,6.3115823201483146,1.3323066321430659,0.4718240507714192,0.4740681253268887
GSM4453603_P28,B cells,detected_vs_undetected,Apoptosis_DDR_score,4,36,0.0,0.0,0.9885543366333872,0.7808911372020995,0.20766319943128775,0.4740681253268887,0.4740681253268887
GSM4453603_P28,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,28,164,,7.987074698585125,6.197837200710386,5.7610478737673905,0.43678932694299544,0.37617549253566596,0.5015673233808879
GSM4453603_P28,Plasma cells,within_sample_positive_median,NRF2_redox_score,28,164,,7.987074698585125,3.5000528256593317,2.045662821794591,1.4543900038647406,9.211133374391647e-05,0.00036844533497566587
GSM4453603_P28,Plasma cells,within_sample_positive_median,Ribosome_translation_score,28,164,,7.987074698585125,8.162675830442408,8.06333481582494,0.09934101461746891,0.5797204611351789,0.5797204611351789
GSM4453603_P28,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,28,164,,7.987074698585125,1.7736575106735637,1.1820132936750158,0.5916442169985479,0.09546936228112449,0.19093872456224897
GSM4453603_P28,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,14,14,7.388021139032978,8.751069224982482,5.759967398423454,7.561330432552505,-1.801363034129051,0.007189446789606673,0.028757787158426692
GSM4453603_P28,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,14,14,7.388021139032978,8.751069224982482,3.6004789968093704,5.04136656005632,-1.440887563246949,0.09352482094264832,0.09352482094264832
GSM4453603_P28,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,14,14,7.388021139032978,8.751069224982482,7.919726916767421,9.638546776605793,-1.718819859838372,0.05654277060892085,0.07539036081189447
