sample,cell_group,threshold_method,score,n_high,n_low,lower_cutoff,upper_cutoff,mean_high,mean_low,delta_high_minus_low,mannwhitney_p,mannwhitney_fdr
GSM4453585_P10,Plasma cells,detected_vs_undetected,NRF2_redox_score,42,76,0.0,0.0,4.636676448373193,2.5005914912630107,2.1360849571101825,1.6412952022707533e-07,6.565180809083013e-07
GSM4453585_P10,Plasma cells,detected_vs_undetected,Ribosome_translation_score,42,76,0.0,0.0,9.519248052051337,8.234717440600354,1.2845306114509825,0.0002007643375211629,0.0004015286750423258
GSM4453585_P10,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,42,76,0.0,0.0,2.374737402636171,1.8951892076202512,0.47954819501591994,0.1886151897066689,0.1886151897066689
GSM4453585_P10,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,23,100,,7.609737899320654,6.562599500512684,6.787253456787608,-0.22465395627492413,0.4815610298531441,0.4815610298531441
GSM4453585_P10,B-lineage combined,within_sample_positive_median,NRF2_redox_score,23,100,,7.609737899320654,4.065982654607626,3.1221715872402287,0.9438110673673972,0.03529005431865814,0.14116021727463257
GSM4453585_P10,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,23,100,,7.609737899320654,9.18696132857757,8.643437430790332,0.5435238977872388,0.22389580114431484,0.29852773485908646
GSM4453585_P10,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,23,100,,7.609737899320654,1.5912567745315371,2.136989316006923,-0.545732541475386,0.10989654449605797,0.21979308899211594
GSM4453585_P10,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,12,12,6.93445817927562,8.00903160928444,6.556870145500003,7.29488511432801,-0.7380149688280069,0.23658409332187613,0.23658409332187613
GSM4453585_P10,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,12,12,6.93445817927562,8.00903160928444,3.8191355926322967,5.6258916131136045,-1.8067560204813078,0.053097957285583426,0.16802949569383077
GSM4453585_P10,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,12,12,6.93445817927562,8.00903160928444,8.993993742598521,10.10916223469127,-1.1151684920927494,0.12602212177037309,0.16802949569383077
GSM4453585_P10,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,12,12,6.93445817927562,8.00903160928444,2.07201680327528,3.1995744034325906,-1.1275576001573104,0.09980368806986796,0.16802949569383077
GSM4453585_P10,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,45,78,0.0,0.0,7.032119265641109,6.579740605598752,0.45237866004235716,0.19737249597831152,0.20116181943281142
GSM4453585_P10,B-lineage combined,detected_vs_undetected,NRF2_redox_score,45,78,0.0,0.0,4.6493393032616845,2.5194165529900303,2.1299227502716542,5.245816017326484e-08,2.0983264069305937e-07
GSM4453585_P10,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,45,78,0.0,0.0,9.525021211273733,8.295101270884608,1.2299199403891254,0.0002447515751332898,0.0004895031502665796
GSM4453585_P10,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,45,78,0.0,0.0,2.3297986248074976,1.864832042289491,0.4649665825180065,0.20116181943281142,0.20116181943281142
GSM4453586_P11,B cells,within_sample_positive_median,UPR_ER_stress_score,31,93,,8.362154741379541,4.399374360429807,4.303571532183589,0.09580282824621822,0.9035474980550714,0.9035474980550714
GSM4453586_P11,B cells,within_sample_positive_median,NRF2_redox_score,31,93,,8.362154741379541,4.270136180634679,3.2881257317822246,0.9820104488524541,0.0017971294408050348,0.007188517763220139
GSM4453586_P11,B cells,within_sample_positive_median,Ribosome_translation_score,31,93,,8.362154741379541,10.2598845437249,9.77010789815021,0.4897766455746897,0.346914406073514,0.5925291379687323
GSM4453586_P11,B cells,within_sample_positive_median,Apoptosis_DDR_score,31,93,,8.362154741379541,3.6622222255553543,3.3685898477441647,0.29363237781118956,0.4443968534765492,0.5925291379687323
GSM4453586_P11,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,16,16,7.587871704149474,9.156842964756668,3.9128017112347075,5.466759462802377,-1.553957751567669,0.005603298066936478,0.02241319226774591
GSM4453586_P11,B cells,within_sample_positive_quartiles,NRF2_redox_score,16,16,7.587871704149474,9.156842964756668,4.076601308769715,4.5800572898047065,-0.5034559810349917,0.11779641058356675,0.157061880778089
GSM4453586_P11,B cells,within_sample_positive_quartiles,Ribosome_translation_score,16,16,7.587871704149474,9.156842964756668,10.258714279354248,10.614879633758534,-0.3561653544042862,0.3558099957673745,0.3558099957673745
GSM4453586_P11,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,16,16,7.587871704149474,9.156842964756668,3.0797214210009187,4.556056222095052,-1.4763348010941328,0.03022625498203607,0.06045250996407214
GSM4453586_P11,B cells,detected_vs_undetected,UPR_ER_stress_score,61,63,0.0,0.0,4.823853242452727,3.846947775821926,0.976905466630801,0.007954849381603258,0.010606465842137676
GSM4453586_P11,B cells,detected_vs_undetected,NRF2_redox_score,61,63,0.0,0.0,4.400059454988912,2.6947029825571165,1.7053564724317956,5.55320008619898e-10,2.221280034479592e-09
GSM4453586_P11,B cells,detected_vs_undetected,Ribosome_translation_score,61,63,0.0,0.0,10.355460954359454,9.444338685198645,0.9111222691608099,0.005624268452202017,0.010606465842137676
GSM4453586_P11,B cells,detected_vs_undetected,Apoptosis_DDR_score,61,63,0.0,0.0,3.8343600207128334,3.062091802681594,0.7722682180312392,0.03258006110960296,0.03258006110960296
GSM4453586_P11,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,25,67,,7.7652743335106695,5.690706850943849,5.677369866241448,0.013336984702401189,0.9370388209501612,0.9370388209501612
GSM4453586_P11,Plasma cells,within_sample_positive_median,NRF2_redox_score,25,67,,7.7652743335106695,4.162894518305332,3.073672023544901,1.0892224947604308,0.013313177958146794,0.053252711832587174
GSM4453586_P11,Plasma cells,within_sample_positive_median,Ribosome_translation_score,25,67,,7.7652743335106695,10.016197276789729,9.449180942635337,0.5670163341543919,0.14512538236683759,0.19350050982245012
GSM4453586_P11,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,25,67,,7.7652743335106695,3.5965110684736583,2.7476392303113992,0.8488718381622591,0.08352773575174259,0.16705547150348518
GSM4453586_P11,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,13,13,6.981270720869308,8.484733015817854,5.004417542230805,6.130915376712009,-1.1264978344812038,0.18242243945173575,0.3648448789034715
GSM4453586_P11,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,13,13,6.981270720869308,8.484733015817854,4.20062252903254,4.276386181061318,-0.07576365202877877,0.7196142711598057,0.8776480118069371
GSM4453586_P11,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,13,13,6.981270720869308,8.484733015817854,10.174068679048892,10.435345000766151,-0.26127632171725956,0.1239358056727424,0.3648448789034715
GSM4453586_P11,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,13,13,6.981270720869308,8.484733015817854,3.675601771952927,4.26488169061119,-0.5892799186582636,0.8776480118069371,0.8776480118069371
GSM4453586_P11,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,50,42,0.0,0.0,5.8756464295958635,5.449265019809051,0.4263814097868126,0.40382310721266923,0.40382310721266923
GSM4453586_P11,Plasma cells,detected_vs_undetected,NRF2_redox_score,50,42,0.0,0.0,4.276641285272182,2.289912482655537,1.9867288026166445,7.066765234418555e-08,2.826706093767422e-07
GSM4453586_P11,Plasma cells,detected_vs_undetected,Ribosome_translation_score,50,42,0.0,0.0,10.241305792142667,8.843684892123273,1.397620900019394,4.120932324461698e-06,8.241864648923396e-06
GSM4453586_P11,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,50,42,0.0,0.0,3.8845935658988373,1.8994030201848406,1.9851905457139967,1.7573475172897407e-05,2.3431300230529877e-05
GSM4453586_P11,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,56,160,,7.993383286427973,4.841782362950797,4.925777485330789,-0.08399512237999218,0.6271904291315651,0.6271904291315651
GSM4453586_P11,B-lineage combined,within_sample_positive_median,NRF2_redox_score,56,160,,7.993383286427973,4.292927649987045,3.1735897174455565,1.1193379325414887,6.624215148951584e-06,2.6496860595806337e-05
GSM4453586_P11,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,56,160,,7.993383286427973,10.166667698500175,9.630269495898391,0.5363982026017844,0.1785423029169425,0.23805640388925667
GSM4453586_P11,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,56,160,,7.993383286427973,3.5979160701485022,3.120806562792578,0.4771095073559244,0.12629642152757634,0.23805640388925667
GSM4453586_P11,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,28,28,7.180609178294169,8.884209514388875,4.239841874888243,5.81913391710508,-1.5792920422168368,0.0015199194327442137,0.006079677730976855
GSM4453586_P11,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,28,28,7.180609178294169,8.884209514388875,4.054934430441411,4.5914143170419,-0.536479886600489,0.036678759712578786,0.05088685243663685
GSM4453586_P11,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,28,28,7.180609178294169,8.884209514388875,10.279808726335284,10.412118913117357,-0.13231018678207285,0.25475101835032765,0.25475101835032765
GSM4453586_P11,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,28,28,7.180609178294169,8.884209514388875,3.3473172140260776,4.344024314387431,-0.9967071003613532,0.038165139327477636,0.05088685243663685
GSM4453586_P11,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,111,105,0.0,0.0,5.297633957382069,4.487874673416776,0.8097592839652927,0.006139675210130323,0.006139675210130323
GSM4453586_P11,B-lineage combined,detected_vs_undetected,NRF2_redox_score,111,105,0.0,0.0,4.3444656848462415,2.5327867825964847,1.8116789022497568,1.8787813224651636e-16,7.515125289860654e-16
GSM4453586_P11,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,111,105,0.0,0.0,10.30403971011766,9.204077167968496,1.0999625421491643,1.4891059682534376e-07,2.978211936506875e-07
GSM4453586_P11,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,111,105,0.0,0.0,3.8569877437695914,2.5970162896828928,1.2599714540866986,5.4070823131051e-06,7.209443084140133e-06
GSM4453587_P12,B cells,within_sample_positive_median,UPR_ER_stress_score,17,128,,8.9568797651044,2.806665862604932,3.1256112687733326,-0.3189454061684005,0.2318636177615616,0.4637272355231232
GSM4453587_P12,B cells,within_sample_positive_median,NRF2_redox_score,17,128,,8.9568797651044,2.3096303770942965,1.7915114057512984,0.5181189713429981,0.05145532356171848,0.20582129424687393
GSM4453587_P12,B cells,within_sample_positive_median,Ribosome_translation_score,17,128,,8.9568797651044,9.182348786605342,9.388413617199303,-0.2060648305939612,0.49317565205501124,0.6575675360733483
GSM4453587_P12,B cells,within_sample_positive_median,Apoptosis_DDR_score,17,128,,8.9568797651044,0.638119135649747,0.724716250448481,-0.086597114798734,0.97508254838656,0.97508254838656
GSM4453587_P12,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,9,9,8.408483113022935,9.429855111982777,1.8749561469539229,4.3870555984400665,-2.5120994514861437,0.006193318174044277,0.012386636348088554
GSM4453587_P12,B cells,within_sample_positive_quartiles,NRF2_redox_score,9,9,8.408483113022935,9.429855111982777,1.6829498432429422,3.8563836395942963,-2.173433796351354,0.00041229480206169127,0.001649179208246765
GSM4453587_P12,B cells,within_sample_positive_quartiles,Ribosome_translation_score,9,9,8.408483113022935,9.429855111982777,8.38541084532134,9.964832043132029,-1.5794211978106887,0.01711823970479015,0.022824319606386867
GSM4453587_P12,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,9,9,8.408483113022935,9.429855111982777,0.5369153285033201,1.760846932325942,-1.2239316038226218,0.22005820538387388,0.22005820538387388
GSM4453587_P12,B cells,detected_vs_undetected,UPR_ER_stress_score,34,111,0.0,0.0,3.288981875919913,3.0267223269008414,0.2622595490190718,0.7848155938110326,0.9534824247359376
GSM4453587_P12,B cells,detected_vs_undetected,NRF2_redox_score,34,111,0.0,0.0,2.9414296299898544,1.5186357561001274,1.422793873889727,6.819847501307584e-07,2.7279390005230337e-06
GSM4453587_P12,B cells,detected_vs_undetected,Ribosome_translation_score,34,111,0.0,0.0,9.404405423916412,9.351955747393186,0.052449676523226074,0.9534824247359376,0.9534824247359376
GSM4453587_P12,B cells,detected_vs_undetected,Apoptosis_DDR_score,34,111,0.0,0.0,1.0055197881157463,0.6254417348424856,0.3800780532732607,0.22242087191526438,0.44484174383052877
GSM4453587_P12,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,48,228,,7.812586702756091,5.642056958914888,5.451937993199483,0.19011896571540543,0.7046757359973823,0.7046757359973823
GSM4453587_P12,Plasma cells,within_sample_positive_median,NRF2_redox_score,48,228,,7.812586702756091,3.6854138277492283,2.545487621227032,1.1399262065221962,1.9664821474002394e-05,7.865928589600958e-05
GSM4453587_P12,Plasma cells,within_sample_positive_median,Ribosome_translation_score,48,228,,7.812586702756091,9.879268373293753,9.206048377010188,0.6732199962835654,0.18746995216341833,0.30415837663886575
GSM4453587_P12,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,48,228,,7.812586702756091,1.2340248213874305,1.0358765450263234,0.1981482763611071,0.2281187824791493,0.30415837663886575
GSM4453587_P12,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,24,24,7.2958703892015855,8.623209978539656,5.672784376187793,6.680315016050538,-1.007530639862745,0.016297262912258043,0.06518905164903217
GSM4453587_P12,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,24,24,7.2958703892015855,8.623209978539656,3.69381295126783,4.556131211110615,-0.8623182598427848,0.0489327907878939,0.0978655815757878
GSM4453587_P12,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,24,24,7.2958703892015855,8.623209978539656,9.8872114433247,10.390674966419317,-0.5034635230946165,0.09693818842839903,0.12076571939385644
GSM4453587_P12,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,24,24,7.2958703892015855,8.623209978539656,1.2539756712262944,2.072660930827775,-0.8186852596014804,0.12076571939385644,0.12076571939385644
GSM4453587_P12,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,95,181,0.0,0.0,6.032124332230502,5.197838590693366,0.8342857415371361,0.0006585598424743866,0.0006585598424743866
GSM4453587_P12,Plasma cells,detected_vs_undetected,NRF2_redox_score,95,181,0.0,0.0,3.952297807176721,2.109407456850484,1.842890350326237,2.2118347282187169e-16,8.847338912874867e-16
GSM4453587_P12,Plasma cells,detected_vs_undetected,Ribosome_translation_score,95,181,0.0,0.0,10.060818350161393,8.935945682934204,1.124872667227189,7.005446040223328e-05,9.34059472029777e-05
GSM4453587_P12,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,95,181,0.0,0.0,1.5855035975984892,0.799945866965425,0.7855577306330642,7.316985730809374e-06,1.4633971461618748e-05
GSM4453587_P12,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,65,356,,8.09568094140363,4.46974899986563,4.694153015599443,-0.2244040157338123,0.28823557054035065,0.38431409405380085
GSM4453587_P12,B-lineage combined,within_sample_positive_median,NRF2_redox_score,65,356,,8.09568094140363,3.231874172558851,2.291506731747669,0.940367440811182,1.5113470268604358e-05,6.045388107441743e-05
GSM4453587_P12,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,65,356,,8.09568094140363,9.5583213193455,9.296937917114514,0.26138340223098666,0.8648831918910982,0.8648831918910982
GSM4453587_P12,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,65,356,,8.09568094140363,1.065174256899801,0.9263719729145018,0.13880228398529926,0.27672563378887716,0.38431409405380085
GSM4453587_P12,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,33,33,7.474265883198693,8.921224868839252,4.095450236317224,6.686748171324453,-2.591297935007229,7.170521613434013e-06,2.868208645373605e-05
GSM4453587_P12,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,33,33,7.474265883198693,8.921224868839252,2.8316302703956415,4.238568755385731,-1.4069384849900892,0.0006776056957906637,0.0009034742610542182
GSM4453587_P12,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,33,33,7.474265883198693,8.921224868839252,9.434318301702774,10.344124118142485,-0.9098058164397109,0.000346199096608233,0.000692398193216466
GSM4453587_P12,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,33,33,7.474265883198693,8.921224868839252,0.804874925376645,2.018723182916872,-1.213848257540227,0.001736650257533553,0.001736650257533553
GSM4453587_P12,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,129,292,0.0,0.0,5.309125545295929,4.372516997265385,0.9366085480305442,3.6870907726115056e-05,4.916121030148674e-05
GSM4453587_P12,B-lineage combined,detected_vs_undetected,NRF2_redox_score,129,292,0.0,0.0,3.685867434894911,1.884833282935109,1.801034151959802,2.5362538725495027e-22,1.014501549019801e-21
GSM4453587_P12,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,129,292,0.0,0.0,9.88781029208132,9.094086495108678,0.7937237969726407,0.00023161128326225686,0.00023161128326225686
GSM4453587_P12,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,129,292,0.0,0.0,1.43263964781234,0.7336103920830747,0.6990292557292653,1.999892451368878e-06,3.999784902737756e-06
GSM4453588_P13,B cells,within_sample_positive_median,UPR_ER_stress_score,26,181,,8.913757504342785,3.471165667572485,2.9434524937137687,0.5277131738587162,0.13606854903321847,0.27213709806643693
GSM4453588_P13,B cells,within_sample_positive_median,NRF2_redox_score,26,181,,8.913757504342785,2.5238203220739,1.7590366890357019,0.7647836330381983,0.004790535051281103,0.01916214020512441
GSM4453588_P13,B cells,within_sample_positive_median,Ribosome_translation_score,26,181,,8.913757504342785,9.933591172448736,10.10361549992846,-0.17002432747972485,0.47397782556677404,0.4824233734948594
GSM4453588_P13,B cells,within_sample_positive_median,Apoptosis_DDR_score,26,181,,8.913757504342785,0.8913744883949319,1.074324873388116,-0.18295038499318417,0.4824233734948594,0.4824233734948594
GSM4453588_P13,B cells,within_sample_positive_quartiles,UPR_ER_stress_score,13,13,8.25151675183838,9.337611282169068,3.8437779336098936,5.223365499710714,-1.3795875661008203,0.024044949905367985,0.04808989981073597
GSM4453588_P13,B cells,within_sample_positive_quartiles,NRF2_redox_score,13,13,8.25151675183838,9.337611282169068,2.178398861559332,3.7375657176959294,-1.5591668561365974,0.002091492660477514,0.008365970641910057
GSM4453588_P13,B cells,within_sample_positive_quartiles,Ribosome_translation_score,13,13,8.25151675183838,9.337611282169068,9.905271545730669,10.604382280306213,-0.6991107345755445,0.08123065302087974,0.08123065302087974
GSM4453588_P13,B cells,within_sample_positive_quartiles,Apoptosis_DDR_score,13,13,8.25151675183838,9.337611282169068,0.996558615801568,1.9991820428478206,-1.0026234270462526,0.07844494261396669,0.08123065302087974
GSM4453588_P13,B cells,detected_vs_undetected,UPR_ER_stress_score,52,155,0.0,0.0,3.9079593524525267,2.708395628332551,1.1995637241199755,0.000148012767627528,0.000296025535255056
GSM4453588_P13,B cells,detected_vs_undetected,NRF2_redox_score,52,155,0.0,0.0,2.999793115033765,1.4710692071459848,1.5287239078877803,1.1997512904997818e-10,4.799005161999127e-10
GSM4453588_P13,B cells,detected_vs_undetected,Ribosome_translation_score,52,155,0.0,0.0,10.00458636067188,10.108317969134069,-0.10373160846218887,0.5516561773503378,0.5516561773503378
GSM4453588_P13,B cells,detected_vs_undetected,Apoptosis_DDR_score,52,155,0.0,0.0,1.4270327251940869,0.9253086262672564,0.5017240989268305,0.06662976770342258,0.0888396902712301
GSM4453588_P13,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,36,137,,7.536084181880427,6.686382387344451,6.2257384472080375,0.4606439401364133,0.14943017113846188,0.19924022818461584
GSM4453588_P13,Plasma cells,within_sample_positive_median,NRF2_redox_score,36,137,,7.536084181880427,3.1108598318252874,2.124185160057637,0.9866746717676502,0.00155641769055185,0.0062256707622074
GSM4453588_P13,Plasma cells,within_sample_positive_median,Ribosome_translation_score,36,137,,7.536084181880427,9.053940723906722,8.510511091505464,0.5434296324012582,0.057237072489978905,0.11447414497995781
GSM4453588_P13,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,36,137,,7.536084181880427,1.7545467784747073,1.603419706185407,0.15112707228930033,0.7171815363573062,0.7171815363573062
GSM4453588_P13,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,18,18,6.8858280246250825,8.094803104868312,6.25077285684711,6.877489295064698,-0.6267164382175876,0.45717472658891667,0.45717472658891667
GSM4453588_P13,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,18,18,6.8858280246250825,8.094803104868312,2.9835043425355265,4.200579954106332,-1.2170756115708055,0.03271158352982045,0.0654231670596409
GSM4453588_P13,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,18,18,6.8858280246250825,8.094803104868312,8.870697696822871,10.157002415702022,-1.2863047188791512,0.05976860866093005,0.0796914782145734
GSM4453588_P13,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,18,18,6.8858280246250825,8.094803104868312,1.4425790594428598,3.3529184923973117,-1.9103394329544519,0.0012104479412981413,0.004841791765192565
GSM4453588_P13,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,71,102,0.0,0.0,6.8076772389537465,5.983243620060638,0.8244336188931083,0.0012138625937159894,0.0012138625937159894
GSM4453588_P13,Plasma cells,detected_vs_undetected,NRF2_redox_score,71,102,0.0,0.0,3.5164267836519607,1.5033139140619363,2.0131128695900244,1.1636690445115133e-12,4.654676178046053e-12
GSM4453588_P13,Plasma cells,detected_vs_undetected,Ribosome_translation_score,71,102,0.0,0.0,9.332734842057185,8.129977566772846,1.2027572752843394,1.7654633833622715e-06,3.530926766724543e-06
GSM4453588_P13,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,71,102,0.0,0.0,2.20447592525814,1.2383764027368847,0.9660995225212552,0.00019068627512668426,0.000254248366835579
GSM4453588_P13,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,62,318,,8.027340822266485,4.448285929191572,4.530998158242455,-0.08271222905088305,0.7390812114681697,0.8215053260295941
GSM4453588_P13,B-lineage combined,within_sample_positive_median,NRF2_redox_score,62,318,,8.027340822266485,2.8852254147493044,1.912343755498532,0.9728816592507723,4.642966861906577e-06,1.8571867447626308e-05
GSM4453588_P13,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,62,318,,8.027340822266485,9.487144928559234,9.404737974833134,0.08240695372609963,0.8215053260295941,0.8215053260295941
GSM4453588_P13,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,62,318,,8.027340822266485,1.2810574965434474,1.324009930089037,-0.04295243354558953,0.6998611580807999,0.8215053260295941
GSM4453588_P13,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,31,31,7.264282216477611,8.971387184124772,3.815406630073613,6.9409644641390615,-3.1255578340654484,1.0328982177383763e-06,4.131592870953505e-06
GSM4453588_P13,B-lineage combined,within_sample_positive_quartiles,NRF2_redox_score,31,31,7.264282216477611,8.971387184124772,2.5851839782773056,4.037436471458809,-1.4522524931815037,0.00014398837230272557,0.0001919844964036341
GSM4453588_P13,B-lineage combined,within_sample_positive_quartiles,Ribosome_translation_score,31,31,7.264282216477611,8.971387184124772,9.672862485861575,9.830272090280642,-0.15740960441906715,0.9550914317372012,0.9550914317372012
GSM4453588_P13,B-lineage combined,within_sample_positive_quartiles,Apoptosis_DDR_score,31,31,7.264282216477611,8.971387184124772,1.0663346486845589,2.82686782976019,-1.760533181075631,5.133739848379119e-05,0.00010267479696758238
GSM4453588_P13,B-lineage combined,detected_vs_undetected,UPR_ER_stress_score,123,257,0.0,0.0,5.5817802462865655,4.008140745672104,1.573639500614462,7.210773303425574e-09,1.4421546606851148e-08
GSM4453588_P13,B-lineage combined,detected_vs_undetected,NRF2_redox_score,123,257,0.0,0.0,3.2980125497645933,1.4838667172838331,1.8141458324807602,1.1336925388134652e-22,4.534770155253861e-22
GSM4453588_P13,B-lineage combined,detected_vs_undetected,Ribosome_translation_score,123,257,0.0,0.0,9.61676963041462,9.323140066251405,0.29362956416321495,0.2534879709121326,0.2534879709121326
GSM4453588_P13,B-lineage combined,detected_vs_undetected,Apoptosis_DDR_score,123,257,0.0,0.0,1.875800751247321,1.0495612068116225,0.8262395444356985,6.657203478693461e-06,8.876271304924615e-06
GSM4453589_P14,Plasma cells,within_sample_positive_median,UPR_ER_stress_score,26,190,,8.608839174179561,6.235389046129782,6.2817781214409925,-0.04638907531121017,0.8842834337765321,0.8842834337765321
GSM4453589_P14,Plasma cells,within_sample_positive_median,NRF2_redox_score,26,190,,8.608839174179561,4.422449902929369,2.691785086082461,1.7306648168469079,0.00017038586915074094,0.0006815434766029637
GSM4453589_P14,Plasma cells,within_sample_positive_median,Ribosome_translation_score,26,190,,8.608839174179561,6.577556193447638,5.805695593692393,0.7718605997552448,0.13784672657719516,0.23485757859678857
GSM4453589_P14,Plasma cells,within_sample_positive_median,Apoptosis_DDR_score,26,190,,8.608839174179561,2.2523276048330767,1.8652509078626573,0.38707669697041935,0.17614318394759143,0.23485757859678857
GSM4453589_P14,Plasma cells,within_sample_positive_quartiles,UPR_ER_stress_score,13,13,8.058892559240906,8.924205775539066,6.26175829334667,7.010508197249025,-0.7487499039023549,0.10079209270783758,0.20137537097487376
GSM4453589_P14,Plasma cells,within_sample_positive_quartiles,NRF2_redox_score,13,13,8.058892559240906,8.924205775539066,4.127364139901046,5.3860257753605465,-1.2586616354595002,0.3298783320498747,0.3298783320498747
GSM4453589_P14,Plasma cells,within_sample_positive_quartiles,Ribosome_translation_score,13,13,8.058892559240906,8.924205775539066,6.504435859417209,7.99387384052739,-1.4894379811101803,0.15103152823115532,0.20137537097487376
GSM4453589_P14,Plasma cells,within_sample_positive_quartiles,Apoptosis_DDR_score,13,13,8.058892559240906,8.924205775539066,2.0888005286559643,3.413353693001228,-1.3245531643452635,0.04244682651582164,0.16978730606328657
GSM4453589_P14,Plasma cells,detected_vs_undetected,UPR_ER_stress_score,51,165,0.0,0.0,6.526051941907954,6.198965510520346,0.32708643138760785,0.19903189810035782,0.19903189810035782
GSM4453589_P14,Plasma cells,detected_vs_undetected,NRF2_redox_score,51,165,0.0,0.0,4.694731787679896,2.3454032888494325,2.349328498830464,1.1911238823687213e-09,4.764495529474885e-09
GSM4453589_P14,Plasma cells,detected_vs_undetected,Ribosome_translation_score,51,165,0.0,0.0,7.045356187749502,5.544154292460415,1.5012018952890873,0.00021415281722761935,0.0004283056344552387
GSM4453589_P14,Plasma cells,detected_vs_undetected,Apoptosis_DDR_score,51,165,0.0,0.0,2.4999425434010183,1.7300673970067455,0.7698751463942728,0.001649814410358189,0.002199752547144252
GSM4453589_P14,B-lineage combined,within_sample_positive_median,UPR_ER_stress_score,27,202,,8.608839174179561,6.157524405474301,6.168923128451498,-0.011398722977197018,0.9395968181667735,0.9395968181667735
GSM4453589_P14,B-lineage combined,within_sample_positive_median,NRF2_redox_score,27,202,,8.608839174179561,4.336658265458546,2.731334131218263,1.6053241342402829,0.0003396808179765227,0.0013587232719060908
GSM4453589_P14,B-lineage combined,within_sample_positive_median,Ribosome_translation_score,27,202,,8.608839174179561,6.571457715459786,5.815636588825749,0.7558211266340376,0.13642253642622698,0.27284507285245396
GSM4453589_P14,B-lineage combined,within_sample_positive_median,Apoptosis_DDR_score,27,202,,8.608839174179561,2.1689080639133334,1.8384583750753334,0.33044968883799997,0.22482383870745482,0.2997651182766064
GSM4453589_P14,B-lineage combined,within_sample_positive_quartiles,UPR_ER_stress_score,14,14,8.079320215379505,8.963636255167344,6.109707254424181,6.970378094552427,-0.8606708401282468,0.07689626394376972,0.15379252788753944
