gene,cell,beta_ivw,se_ivw,p_ivw,pp4,egger_intercept,egger_intercept_p,Q,Q_p,pp4_finngen
PARK7,cd8et,0.109399868074046,0.00830106314083796,0,0.0100922667968326,0.000647513239830166,0.110640039217615,7.32847545696658,,0.0394572425320661
